"session","date","type","title","result","totalvotes","d-yes","r-yes","i-yes","d-no","r-no","i-no","d-nv","r-nv","i-nv"
"107","2001-03-08 17:07:00","h","Rangel of New York Substitute Amendment: Amendment 1 to H.R. 3","Failed 155-273, 5 not voting","433","154","0","1","53","218","2","4","1","0"
"107","2001-11-01 17:46:00","h","Amendment 1 to H.R. 3150","Agreed to 223-202, 7 not voting","432","12","209","2","195","6","1","4","3","0"
"107","2001-11-01 19:22:00","h","On Motion to Rise: H.R. 3150 Secure Transportation for America Act","Failed 11-402, 19 not voting","432","11","0","0","192","207","3","8","11","0"
"107","2001-11-01 19:59:00","h","Amendment 2 to H.R. 3150","Failed 214-218, 1 not voting","433","205","8","1","6","210","2","0","1","0"
"107","2001-11-01 20:32:00","h","On Motion to Recommit with Instructions: H.R. 3150 Secure Transportation for America Act","Failed 201-227, 5 not voting","433","200","0","1","9","216","2","2","3","0"
"107","2001-11-01 20:39:00","h","On Passage - House - H.R. 3150 Secure Transportation for America Act","Passed 286-139, 8 not voting","433","74","210","2","136","2","1","1","7","0"
"107","2001-11-06 19:14:00","h","On Motion to Suspend the Rules and Agree to Senate Amendments: H.R. 768 Need-Based Educational Aid Act","Passed 400-0, 32 not voting (2/3 required)","432","185","212","3","0","0","0","26","6","0"
"107","2001-11-06 19:22:00","h","On Passage - House - H.R. 1408 Financial Services Antifraud Network Act - Under Suspension of the Rules","Passed 392-4, 36 not voting (2/3 required)","432","184","205","3","0","4","0","27","9","0"
"107","2001-11-06 19:34:00","s","On Motion to Instruct Conferees: S 1447 Aviation Security Act","Passed 397-0, 35 not voting","432","185","209","3","0","0","0","26","9","0"
"107","2001-11-07 10:55:00","h","On Passage - House - H.R. 2998 Radio Free Afghanistan Act - Under Suspension of the Rules","Passed 405-2, 25 not voting (2/3 required)","432","197","205","3","0","2","0","14","11","0"
"107","2001-03-08 17:16:00","h","Table Motion to Reconsider: Amendment 1 to H.R. 3","Agreed to 228-197, 8 not voting","433","11","215","2","196","0","1","4","4","0"
"107","2001-11-07 11:05:00","h","On Passage - House - H.R. 852 Nathaniel R. Jones and Frank J. Battisti Federal Building and United States Courthouse - Under Suspension of the Rules","Passed 410-0, 22 not voting (2/3 required)","432","198","209","3","0","0","0","13","9","0"
"107","2001-11-07 13:14:00","h","On Passage - House - H.R. 3167 Gerald B.H. Solomon Freedom Consolidation Act","Passed 372-46, 14 not voting","432","182","189","1","22","22","2","7","7","0"
"107","2001-11-08 13:37:00","h","On the Conference Report - House - H.R. 2620 Departments of Veterans Affairs and Housing and Urban Development Appropriations for FY 2002","Passed 401-18, 13 not voting","432","200","198","3","5","13","0","6","7","0"
"107","2001-11-08 13:47:00","h","On Motion to Instruct Conferees: H.R. 3061 Labor-HHS-Education Appropriations for Fiscal Year 2002","Passed 367-48, 17 not voting","432","201","164","2","1","46","1","9","8","0"
"107","2001-11-13 18:57:00","h","On the Conference Report - House - H.R. 2330 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for FY 2002","Passed 379-33, 20 not voting","432","193","183","3","7","26","0","11","9","0"
"107","2001-11-13 19:10:00","h","On Passage - House - H.R. 2541 To enhance the authorities of special agents and provide limited authorities to uniformed officers responsible for the protection of domestic Department of State occupied facilities. - Under Suspension of the Rules","Passed 410-0, 22 not voting (2/3 required)","432","200","207","3","0","0","0","11","11","0"
"107","2001-11-14 13:53:00","h","On the Conference Report - House - H.R. 2500 Commerce, Justice, and State Appropriations for FY 2002","Passed 411-15, 6 not voting","432","208","200","3","0","15","0","3","3","0"
"107","2001-03-08 17:46:00","h","On Motion to Recommit with Instructions: H.R. 3 Economic Growth and Tax Relief Act of 2001","Failed 204-221, 8 not voting","433","203","0","1","2","217","2","6","2","0"
"107","2001-11-15 15:01:00","h","Amendment 1 to H.R. 2269","Failed 180-243, 9 not voting","432","179","0","1","28","213","2","4","5","0"
"107","2001-11-15 15:18:00","h","On Passage - House - H.R. 2269 Retirement Security Advice Act","Passed 280-144, 8 not voting","432","64","214","2","143","0","1","4","4","0"
"107","2001-11-15 15:35:00","h","On Passage - House - H.R. 2887 Best Pharmaceuticals for Children Act - Under Suspension of the Rules","Passed 338-86, 8 not voting (2/3 required)","432","125","211","2","82","3","1","4","4","0"
"107","2001-11-16 12:37:00","h","On Motion to Recommit with Instructions: H.R. 3009 Andean Trade Promotion and Drug Eradication Act","Failed 168-250, 15 not voting","433","147","19","2","55","194","1","9","6","0"
"107","2001-11-16 14:29:00","s","On the Conference Report - House - S 1447 Aviation Security Act","Passed 410-9, 14 not voting","433","200","207","3","0","9","0","11","3","0"
"107","2001-11-27 19:02:00","h","On Passage - House - H.R. 1259 Computer Security Enhancement Act - Under Suspension of the Rules","Passed 391-4, 37 not voting (2/3 required)","432","194","194","3","0","4","0","17","20","0"
"107","2001-03-08 17:54:00","h","On Passage - House - H.R. 3 Economic Growth and Tax Relief Act of 2001","Passed 230-198, 5 not voting","433","10","218","2","197","0","1","4","1","0"
"107","2001-11-28 11:31:00","h","On Passage - House - H.R. 2722 Clean Diamond Trade Act - Under Suspension of the Rules","Passed 408-6, 18 not voting (2/3 required)","432","202","203","3","0","6","0","9","9","0"
"107","2001-11-28 14:38:00","h","On Sustaining the Ruling of the Chair: H.R. 3338 Department of Defense Appropriations for Fiscal Year 2002","Passed 275-141, 17 not voting","433","63","210","2","140","0","1","8","9","0"
"107","2001-11-28 21:36:00","h","Amendment 16 to H.R. 3338","Failed 201-220, 11 not voting","432","186","14","1","20","198","2","5","6","0"
"107","2001-11-28 21:54:00","h","On Passage - House - H.R. 3338 Department of Defense Appropriations for Fiscal Year 2002","Passed 406-20, 7 not voting","433","187","216","3","19","1","0","5","2","0"
"107","2001-03-13 18:27:00","h","On Passage - House - H.R. 834 National Trails System Willing Seller Act - Under Suspension of the Rules","Passed 409-3, 20 not voting (2/3 required)","432","198","208","3","0","3","0","13","7","0"
"107","2001-11-29 15:41:00","h","Amendment 1 to H.R. 3210","Failed 197-222, 14 not voting","433","189","7","1","14","206","2","8","6","0"
"107","2001-11-29 16:18:00","h","On Motion to Recommit with Instructions: H.R. 3210 Terrorism Risk Protection Act","Failed 173-243, 17 not voting","433","171","1","1","30","211","2","10","7","0"
"107","2001-11-29 16:37:00","h","On Passage - House - H.R. 3210 Terrorism Risk Protection Act","Passed 227-193, 13 not voting","433","19","206","2","183","9","1","9","4","0"
"107","2001-11-30 10:16:00","h","On the Conference Report - House - H.R. 2299 Transportation and Related Agencies Appropriations for FY 2002","Passed 371-11, 51 not voting","433","180","188","3","2","9","0","29","22","0"
"107","2001-12-04 19:35:00","h","Suspend Rules and Pass, As Amended: H.R. 3323 Administrative Simplification Compliance Act","Passed 410-0, 23 not voting (2/3 required)","433","198","209","3","0","0","0","13","10","0"
"107","2001-12-04 19:46:00","h","On Passage - House - H.R. 3391 Medicare Regulatory and Contracting Reform Act - Under Suspension of the Rules","Passed 408-0, 25 not voting (2/3 required)","433","198","207","3","0","0","0","13","12","0"
"107","2001-12-04 19:54:00","s","Suspend Rules and Pass, As Amended: S 494 Zimbabwe Democracy and Economic Recovery Act","Passed 396-11, 26 not voting (2/3 required)","433","194","200","2","2","8","1","15","11","0"
"107","2001-03-13 18:36:00","h","On Passage - House - H.R. 223 To amend the Clear Creek County, Colorado, Public Lands Transfer Act - Under Suspension of the Rules","Passed 413-0, 19 not voting (2/3 required)","432","199","211","3","0","0","0","12","7","0"
"107","2001-12-05 11:17:00","h","On Passage - House - H.R. 3348 Designating the National Foreign Affairs Training Center as the George P. Shultz National Foreign Affairs Training Center - Under Suspension of the Rules","Passed 407-0, 26 not voting (2/3 required)","433","197","207","3","0","0","0","12","12","0"
"107","2001-12-06 11:48:00","h","On Passage - House - H.R. 3008 To Reauthorize the Trade Assistance Program Under the Trade Act of 1974 - Under Suspension of the Rules","Passed 420-3, 10 not voting (2/3 required)","433","207","210","3","1","2","0","2","7","0"
"107","2001-12-06 11:59:00","h","On Passage - House - H.R. 3129 Customs Border Security Act - Under Suspension of the Rules","Failed 256-168, 9 not voting (2/3 required)","433","44","210","2","165","2","1","2","7","0"
"107","2001-03-14 12:11:00","h","On Passage - House - H.R. 725 Made in America Information Act - Under Suspension of the Rules","Passed 407-3, 22 not voting (2/3 required)","432","198","206","3","0","3","0","13","9","0"
"107","2001-12-06 15:59:00","h","On Motion to Recommit with Instructions: H.R. 3005 Bipartisan Trade Promotion Authority Act","Failed 162-267, 5 not voting","434","161","0","1","49","216","2","1","4","0"
"107","2001-12-06 16:37:00","h","On Passage - House - H.R. 3005 Bipartisan Trade Promotion Authority Act","Passed 215-214, 5 not voting","434","21","193","1","189","23","2","1","4","0"
"107","2001-12-06 17:37:00","h","On the Conference Report - House - H.R. 2944 District of Columbia Appropriations for Fiscal Year 2002","Passed 302-84, 47 not voting","433","180","120","2","16","67","1","15","32","0"
"107","2001-12-11 19:22:00","h","On Passage - House - H.R. 3282 Mike Mansfield Federal Building and U.S. Courthouse Designation Act - Under Suspension of the Rules","Passed 401-0, 32 not voting (2/3 required)","433","197","201","3","0","0","0","14","18","0"
"107","2001-12-11 19:32:00","h","Suspend the Rules and Agree to Senate Amendments: H.R. 10 Comprehensive Retirement Security and Pension Reform Act","Passed 369-33, 31 not voting (2/3 required)","433","196","170","3","2","31","0","13","18","0"
"107","2001-12-12 15:29:00","h","On Motion to Recommit with Instructions: H.R. 3295 Help America Vote Act","Failed 197-226, 10 not voting","433","195","1","1","11","213","2","5","5","0"
"107","2001-12-12 15:39:00","h","On Passage - House - H.R. 3295 Help America Vote Act","Passed 362-63, 9 not voting","434","165","195","2","42","20","1","4","5","0"
"107","2001-03-14 12:21:00","h","On Passage - House - H.R. 861 To Make Technical Amendments to Section 10 of Title 9, United States Code - Under Suspension of the Rules","Passed 413-0, 19 not voting (2/3 required)","432","200","210","3","0","0","0","11","8","0"
"107","2001-12-12 15:57:00","h","On Passage - House - H.R. 3209 Anti-Hoax Terrorism Act - Under Suspension of the Rules","Passed 423-0, 10 not voting (2/3 required)","433","207","213","3","0","0","0","4","6","0"
"107","2001-12-12 16:05:00","h","On Passage - House - H.R. 1022 Community Recognition Act of 2001","Passed 420-0, 13 not voting (3/5 required)","433","206","212","2","0","0","0","5","7","1"
"107","2001-12-12 16:14:00","h","On Passage - House - H.R. 3448 Public Health Security and Bioterrorism Response Act - Under Suspension of the Rules","Passed 418-2, 13 not voting (2/3 required)","433","204","211","3","0","2","0","7","6","0"
"107","2001-12-12 17:37:00","h","On Motion to Instruct Conferees: H.R. 3338 Department of Defense Appropriations for Fiscal Year 2002","Passed 370-44, 19 not voting","433","198","170","2","1","42","1","12","7","0"
"107","2001-12-12 17:48:00","h","On Closing Portions of the Conference: H.R. 3338 Department of Defense Appropriations for Fiscal Year 2002","Passed 407-0, 26 not voting","433","193","211","3","0","0","0","18","8","0"
"107","2001-12-13 11:50:00","s","On the Conference Report - House - S 1438 National Defense Authorization Act for Fiscal Year 2002","Passed 382-40, 11 not voting","433","171","208","3","34","6","0","6","5","0"
"107","2001-12-13 14:42:00","h","On the Conference Report - House - H.R. 1 No Child Left Behind Act","Passed 381-41, 12 not voting","434","198","182","1","6","33","2","7","5","0"
"107","2001-12-18 19:01:00","h","On Passage - House - H.R. 3379 Raymond M. Downey Post Office Building - Under Suspension of the Rules","Passed 393-0, 40 not voting (2/3 required)","433","193","197","3","0","0","0","18","22","0"
"107","2001-01-30 18:41:00","h","On Motion to Supend the Rules and Pass, as Amended: H.R. 93 Federal Firefighters Retirement Age Fairness Act","Passed 401-0, 31 not voting (2/3 required)","432","194","204","3","0","0","0","16","15","0"
"107","2001-03-15 11:35:00","h","On Passage - House - H.R. 327 Small Business Paperwork Relief Act","Passed 418-0, 14 not voting","432","206","209","3","0","0","0","5","9","0"
"107","2001-12-18 19:12:00","h","On Passage - House - H.R. 3054 True American Heroes Act - Under Suspension of the Rules","Passed 392-2, 39 not voting (2/3 required)","433","194","195","3","0","2","0","17","22","0"
"107","2001-12-19 13:28:00","h","On Passage - House - H.R. 3275 Terrorist Bombings Convention Implementation Act - Under Suspension of the Rules","Passed 381-36, 16 not voting","433","169","209","3","33","3","0","9","7","0"
"107","2001-12-19 13:40:00","h","Suspend the Rules and Agree to Senate Amendment: H.R. 2657 District of Columbia Family Court Act","Passed 418-1, 14 not voting (2/3 required)","433","202","213","3","0","1","0","9","5","0"
"107","2001-12-19 13:48:00","h","Suspend the Rules and Agree to Senate Amendment: H.R. 2199 District of Columbia Police Coordination Amendment Act","Passed 420-0, 13 not voting (2/3 required)","433","204","213","3","0","0","0","7","6","0"
"107","2001-12-19 15:34:00","h","On the Conference Report - House - H.R. 3061 Labor-HHS-Education Appropriations for Fiscal Year 2002","Passed 393-30, 11 not voting","434","203","187","3","0","30","0","8","3","0"
"107","2001-12-19 17:04:00","h","On the Conference Report - House - H.R. 2506 Foreign Operations Appropriations for Fiscal Year 2002","Passed 357-66, 11 not voting","434","197","158","2","6","59","1","8","3","0"
"107","2001-12-20 03:47:00","h","On Motion to Recommit with Instructions: H.R. 3529 Economic Security and Worker Assistance Act","Failed 177-238, 20 not voting","435","176","0","1","22","214","2","13","7","0"
"107","2001-12-20 03:54:00","h","On Passage - House - H.R. 3529 Economic Security and Worker Assistance Act","Passed 224-193, 18 not voting","435","9","213","2","190","2","1","12","6","0"
"107","2001-12-20 10:56:00","h","On the Conference Report - House - H.R. 3338 Department of Defense Appropriations for Fiscal Year 2002","Passed 408-6, 20 not voting","434","190","215","3","4","2","0","17","3","0"
"107","2001-12-20 11:31:00","hj","On Motions to Suspend the Rules and Pass, as Amended: H J RES 75 Regarding the Monitoring of Weapons Development in Iraq, as Required by United Nations Security Council Resolution 687 (April 3, 1991)","Passed 392-12, 30 not voting (2/3 required)","434","177","212","3","11","1","0","18","5","0"
"107","2001-12-20 11:53:00","s","On Passage - House - S 1762 To establish fixed interest rates for student and parent borrowers, and for other purposes. - Under Suspension of the Rules","Failed 257-148, 29 not voting (2/3 required)","434","49","206","2","144","3","1","18","11","0"
"107","2001-03-21 12:01:00","h","On Passage - House - H.R. 1042 To Prevent the Elimination of Certain Reports - Under Suspension of the Rules","Passed 414-2, 16 not voting (2/3 required)","432","204","207","3","1","1","0","6","10","0"
